"Data";"7806 - Taxa referencial de swaps DI pré-fixada (BM&F) - Prazo de 360 dias - % a.a.";"1 - Taxa de câmbio - Livre - Dólar americano (venda) - diário - u.m.c./US$";"7 - Bovespa - índice - Pontos";"SP500"
2000-05-22;22,19;1,8468;13891;NA
2000-05-23;22,49;1,8537;13587;NA
2000-05-24;21,96;1,8537;14166;NA
2000-05-25;21,95;1,8392;14185;NA
2000-05-26;21,81;1,8455;14542;NA
2000-05-29;21,71;1,8388;14772;NA
2000-05-30;21,47;1,8305;15248;NA
2000-05-31;21,31;1,8266;14956;NA
2000-06-01;20,8;1,8202;15450;NA
2000-06-02;20,33;1,8104;16222;NA
2000-06-05;20,25;1,7933;16022;NA
2000-06-06;20,24;1,7899;15946;NA
2000-06-07;20,15;1,8036;16271;NA
2000-06-08;20,25;1,7948;16398;NA
2000-06-09;20;1,7999;16342;NA
2000-06-12;20,15;1,804;16096;NA
2000-06-13;19,98;1,81;16354;NA
2000-06-14;19,87;1,8107;16366;NA
2000-06-15;19,67;1,8079;16561;NA
2000-06-16;19,59;1,8073;16424;NA
2000-06-19;19,49;1,803;16850;NA
2000-06-20;19,4;1,7991;16843;NA
2000-06-21;18,47;1,8121;17254;NA
2000-06-23;18,89;1,8203;16977;NA
2000-06-26;18,85;1,8282;16744;NA
2000-06-27;18,79;1,8235;16512;NA
2000-06-28;18,78;1,8195;16842;NA
2000-06-29;18,74;1,8172;16407;NA
2000-06-30;18,86;1,8;16727;NA
2000-07-03;18,65;1,808;17088;NA
2000-07-04;18,63;1,8121;17279;NA
2000-07-05;18,46;1,8047;17134;NA
2000-07-06;18,31;1,797;17348;NA
2000-07-07;18,34;1,7972;17598;NA
2000-07-10;18,27;1,8006;17471;NA
2000-07-11;18,53;1,7972;16880;NA
2000-07-12;18,59;1,8034;17053;NA
2000-07-13;18,9;1,8104;16444;NA
2000-07-14;18,7;1,8106;16880;NA
2000-07-17;18,29;1,7979;17387;NA
2000-07-18;18,47;1,797;17368;NA
2000-07-19;18,52;1,8044;16927;NA
2000-07-20;18,24;1,8015;17203;NA
2000-07-21;18,08;1,7921;17318;NA
2000-07-24;17,95;1,7956;17385;NA
2000-07-25;17,72;1,7898;17049;NA
2000-07-26;17,68;1,7925;17121;NA
2000-07-27;17,75;1,7847;16948;NA
2000-07-28;17,77;1,7828;16485;NA
2000-07-31;17,85;1,7748;16454;NA
2000-08-01;17,87;1,788;16289;NA
2000-08-02;17,77;1,7916;16314;NA
2000-08-03;17,49;1,8079;16720;NA
2000-08-04;17,45;1,7919;16761;NA
2000-08-07;17,43;1,7961;16995;NA
2000-08-08;17,34;1,7992;16884;NA
2000-08-09;17,26;1,795;16533;NA
2000-08-10;17,08;1,7962;16834;NA
2000-08-11;16,87;1,7959;17395;NA
2000-08-14;16,73;1,8021;17810;NA
2000-08-15;16,9;1,8056;17744;NA
2000-08-16;17,18;1,807;17330;NA
2000-08-17;16,93;1,8096;17702;NA
2000-08-18;17,17;1,8174;17313;NA
2000-08-21;17,18;1,8199;17083;NA
2000-08-22;16,87;1,8169;17224;NA
2000-08-23;17;1,8186;17450;NA
2000-08-24;16,99;1,8204;17310;NA
2000-08-25;17,05;1,8213;17642;NA
2000-08-28;17,18;1,8277;17460;NA
2000-08-29;17,04;1,8349;17354;NA
2000-08-30;17,04;1,8259;17414;NA
2000-08-31;17,06;1,8234;17346;NA
2000-09-01;17,03;1,8218;17346;NA
2000-09-04;17,06;1,8255;17613;NA
2000-09-05;17;1,8294;17424;NA
2000-09-06;16,89;1,8207;17589;NA
2000-09-08;16,82;1,8224;17433;NA
2000-09-11;16,86;1,8199;17287;NA
2000-09-12;16,98;1,8279;16882;NA
2000-09-13;16,94;1,832;16998;NA
2000-09-14;17,06;1,8317;16768;NA
2000-09-15;17,18;1,8438;16563;NA
2000-09-18;17,47;1,8558;15913;NA
2000-09-19;17,34;1,8538;16188;NA
2000-09-20;17,32;1,8546;16077;NA
2000-09-21;17,28;1,8517;16146;NA
2000-09-22;17,17;1,8594;16353;NA
2000-09-25;17,12;1,842;16318;NA
2000-09-26;17,1;1,8506;16254;NA
2000-09-27;17,08;1,8492;15848;NA
2000-09-28;16,92;1,8479;16013;NA
2000-09-29;16,94;1,8437;15928;NA
2000-10-02;17,06;1,8483;15559;NA
2000-10-03;17,05;1,8498;15633;NA
2000-10-04;16,97;1,8529;15876;NA
2000-10-05;16,87;1,8501;16362;NA
2000-10-06;17,02;1,852;15945;NA
2000-10-09;16,94;1,8574;15855;NA
2000-10-10;16,99;1,8541;15747;NA
2000-10-11;17,01;1,8603;15526;NA
2000-10-13;17,2;1,8764;15385;NA
2000-10-16;17,11;1,8704;15241;NA
2000-10-17;17,28;1,8667;14870;NA
2000-10-18;17,24;1,8795;14420;NA
2000-10-19;17,27;1,8714;14845;NA
2000-10-20;17,46;1,8796;14529;NA
2000-10-23;17,58;1,8918;13989;NA
2000-10-24;17,77;1,8981;13804;NA
2000-10-25;18,12;1,9282;13665;NA
2000-10-26;18,27;1,934;14223;NA
2000-10-27;17,84;1,924;14691;NA
2000-10-30;17,73;1,9184;14891;NA
2000-10-31;17,61;1,909;14867;NA
2000-11-01;17,84;1,9099;14791;NA
2000-11-03;18,4;1,9286;14533;NA
2000-11-06;18,16;1,9462;14800;NA
2000-11-07;18,46;1,9573;14968;NA
2000-11-08;18,83;1,9503;14656;NA
2000-11-09;18,97;1,9683;14524;NA
2000-11-10;18,48;1,9566;14625;NA
2000-11-13;18,21;1,9579;14371;NA
2000-11-14;18,09;1,9441;14540;NA
2000-11-16;17,9;1,9486;14489;NA
2000-11-17;17,91;1,9609;14323;NA
2000-11-20;17,55;1,9365;14521;NA
2000-11-21;17,56;1,91;14783;NA
2000-11-22;17,59;1,9322;14576;NA
2000-11-23;18,15;1,9413;14314;NA
2000-11-24;17,95;1,956;14335;NA
2000-11-27;18,23;1,9571;14008;NA
2000-11-28;18,14;1,9778;13913;NA
2000-11-29;17,99;1,961;13787;NA
2000-11-30;18,39;1,9596;13287;NA
2000-12-01;18,26;1,9795;13441;NA
2000-12-04;18,33;1,9847;13510;NA
2000-12-05;17,94;1,9648;14181;NA
2000-12-06;17,83;1,9657;13945;NA
2000-12-07;17,64;1,9698;14459;NA
2000-12-08;17,47;1,9695;14982;NA
2000-12-11;17,52;1,9648;15187;NA
2000-12-12;17,52;1,9676;14908;NA
2000-12-13;17,2;1,9623;15290;NA
2000-12-14;17,2;1,9635;15259;NA
2000-12-15;17,15;1,9678;14987;NA
2000-12-18;17,06;1,9539;15082;NA
2000-12-19;17,03;1,9556;15336;NA
2000-12-20;17,2;1,9559;14622;NA
2000-12-21;16,81;1,9578;14505;NA
2000-12-22;16,88;1,9524;14652;NA
2000-12-26;16,88;1,9578;14794;NA
2000-12-27;16,77;1,9608;15186;NA
2000-12-28;16,66;1,9554;15259;NA
2000-12-29;16,66;1,9554;15259;NA
2001-01-02;16,71;1,9384;15425;NA
2001-01-03;16,33;1,9422;16599;NA
2001-01-04;16,34;1,9357;16675;NA
2001-01-05;16,33;1,9484;16409;NA
2001-01-08;16,35;1,9524;16562;NA
2001-01-09;16,06;1,9441;16975;NA
2001-01-10;16,14;1,9429;16918;NA
2001-01-11;16,11;1,9463;17023;NA
2001-01-12;16,11;1,9508;16850;NA
2001-01-15;16,17;1,9475;16962;NA
2001-01-16;16,12;1,9516;16720;NA
2001-01-17;16,04;1,9501;17191;NA
2001-01-18;15,88;1,9527;17521;NA
2001-01-19;15,84;1,9553;17530;NA
2001-01-22;15,83;1,9571;17391;NA
2001-01-23;15,68;1,9586;17832;NA
2001-01-24;15,64;1,9595;17771;NA
2001-01-25;15,64;1,9738;17771;NA
2001-01-26;15,49;1,974;17889;NA
2001-01-29;15,41;1,9753;17883;NA
2001-01-30;15,4;1,9714;17722;NA
2001-01-31;15,44;1,9711;17672;NA
2001-02-01;15,66;1,9739;17038;NA
2001-02-02;15,71;1,9934;16914;NA
2001-02-05;15,87;1,9945;16731;NA
2001-02-06;15,89;1,998;17006;NA
2001-02-07;15,96;2,0045;16812;NA
2001-02-08;15,82;1,9959;17243;NA
2001-02-09;15,66;1,9884;17138;NA
2001-02-12;15,76;1,9813;16913;NA
2001-02-13;15,78;1,9803;17095;NA
2001-02-14;15,77;1,9894;17120;NA
2001-02-15;15,91;1,9812;16937;NA
2001-02-16;16,04;1,994;16259;NA
2001-02-19;16,23;2,0027;16060;NA
2001-02-20;16,28;2,0063;15910;NA
2001-02-21;16,5;2,024;15593;NA
2001-02-22;16,33;2,0368;15910;NA
2001-02-23;16,24;2,0436;16157;NA
2001-02-28;16,44;2,0452;15891;NA
2001-03-01;16,28;2,0428;16416;NA
2001-03-02;16,14;2,0355;16581;NA
2001-03-05;16,17;2,0232;16542;NA
2001-03-06;16,2;2,0208;16324;NA
2001-03-07;16,21;2,0391;16395;NA
2001-03-08;16,36;2,0385;16226;NA
2001-03-09;16,3;2,0599;16123;NA
2001-03-12;16,58;2,0552;15527;NA
2001-03-13;16,68;2,0622;15584;NA
2001-03-14;16,87;2,0763;15244;NA
2001-03-15;17,5;2,0864;15060;NA
2001-03-16;17,76;2,1217;15237;NA
2001-03-19;18,35;2,1277;14835;NA
2001-03-20;17,63;2,0929;14903;NA
2001-03-21;18,13;2,1;14852;NA
2001-03-22;20,88;2,1419;14067;NA
2001-03-23;21,09;2,1586;14435;NA
2001-03-26;19,43;2,1373;14712;NA
2001-03-27;18,91;2,1236;14835;NA
2001-03-28;18,9;2,117;14631;NA
2001-03-29;20,12;2,1369;14282;NA
2001-03-30;19,82;2,1616;14438;NA
2001-04-02;19,5;2,1584;13981;NA
2001-04-03;19,77;2,1732;13736;NA
2001-04-04;19,72;2,1632;13854;NA
2001-04-05;19,23;2,1589;14442;NA
2001-04-06;19,35;2,1521;14484;NA
2001-04-09;19,09;2,1642;14718;NA
2001-04-10;18,84;2,1422;15047;NA
2001-04-11;19,33;2,1384;14818;NA
2001-04-12;19,76;2,1573;14969;NA
2001-04-16;21,83;2,1825;14444;NA
2001-04-17;20,97;2,1888;14336;NA
2001-04-18;20,96;2,175;14955;NA
2001-04-19;21,72;2,1882;14431;NA
2001-04-20;23,15;2,2364;13696;NA
2001-04-23;22,67;2,2586;13892;NA
2001-04-24;22,75;2,2538;14068;NA
2001-04-25;23,29;2,3011;14162;NA
2001-04-26;21,69;2,2541;14757;NA
2001-04-27;20,9;2,218;14927;NA
2001-04-30;21,49;2,1847;14917;NA
2001-05-02;22,24;2,2239;14897;NA
2001-05-03;21,15;2,2353;15141;NA
2001-05-04;20,87;2,2187;15092;NA
2001-05-07;21,31;2,1957;14875;NA
2001-05-08;21,68;2,2319;14747;NA
2001-05-09;21,98;2,2586;14778;NA
2001-05-10;21,49;2,2695;14993;NA
2001-05-11;22,52;2,2863;14493;NA
2001-05-14;23,08;2,3062;14236;NA
2001-05-15;22,84;2,3384;14226;NA
2001-05-16;22,56;2,3219;14714;NA
2001-05-17;22,83;2,3036;14793;NA
2001-05-18;22,39;2,2941;14884;NA
2001-05-21;22,34;2,3278;15127;NA
2001-05-22;22,76;2,3062;14828;NA
2001-05-23;23,24;2,3427;14691;NA
2001-05-24;22,96;2,3494;14523;NA
2001-05-25;22,85;2,3403;14310;NA
2001-05-28;22,52;2,3265;14302;NA
2001-05-29;22,56;2,3425;14453;NA
2001-05-30;22,47;2,3596;14489;NA
2001-05-31;22,99;2,36;14649;NA
2001-06-01;23;2,3833;14719;NA
2001-06-04;22,37;2,3629;15103;NA
2001-06-05;21,9;2,3895;15394;NA
2001-06-06;21,17;2,3821;15328;NA
2001-06-07;20,89;2,388;15464;NA
2001-06-08;20,71;2,3619;15549;NA
2001-06-11;21,07;2,3722;15224;NA
2001-06-12;21,35;2,3906;15173;NA
2001-06-13;21,47;2,4078;15403;NA
2001-06-15;22,29;2,4079;14985;NA
2001-06-18;23,58;2,4586;14355;NA
2001-06-19;23,38;2,4675;14400;NA
2001-06-20;23,15;2,4748;14571;NA
2001-06-21;22,58;2,4054;14822;NA
2001-06-22;21,85;2,3296;14682;NA
2001-06-25;21,92;2,2997;14539;NA
2001-06-26;22,77;2,3139;14459;NA
2001-06-27;23,62;2,3236;14308;NA
2001-06-28;24;2,2923;14390;NA
2001-06-29;24,03;2,3049;14559;NA
2001-07-02;23,75;2,3249;14555;NA
2001-07-03;24,63;2,3395;14352;NA
2001-07-04;25,27;2,3907;14056;NA
2001-07-05;26,69;2,4113;14047;NA
2001-07-06;25,6;2,4943;13906;NA
2001-07-09;25,6;2,4548;13906;NA
2001-07-10;27,2;2,4802;13569;NA
2001-07-11;27,37;2,53;13811;NA
2001-07-12;27,4;2,5423;13912;NA
2001-07-13;27,13;2,5538;14078;NA
2001-07-16;26,19;2,5979;13811;NA
2001-07-17;25,73;2,5304;14168;NA
2001-07-18;26,21;2,4696;13790;NA
2001-07-19;26,1;2,5032;13761;NA
2001-07-20;25,7;2,4573;14091;NA
2001-07-23;24,76;2,4108;14067;NA
2001-07-24;25,41;2,4247;13737;NA
2001-07-25;24,94;2,4914;13955;NA
2001-07-26;25,14;2,4836;13810;NA
2001-07-27;25,29;2,4971;13910;NA
2001-07-30;25,15;2,4334;13703;NA
2001-07-31;25,65;2,4313;13754;NA
2001-08-01;25,8;2,4935;13743;NA
2001-08-02;25,75;2,4877;13822;NA
2001-08-03;26,06;2,4884;13838;NA
2001-08-06;24,93;2,469;14046;NA
2001-08-07;24,95;2,4463;14035;NA
2001-08-08;24,16;2,4704;13919;NA
2001-08-09;24,7;2,4668;13834;NA
2001-08-10;24,69;2,4842;13834;NA
2001-08-13;25,17;2,491;13771;NA
2001-08-14;25,81;2,514;13829;NA
2001-08-15;25,21;2,5005;13658;NA
2001-08-16;24,84;2,4877;13509;NA
2001-08-17;25,42;2,5235;13834;NA
2001-08-20;25,14;2,5306;13115;NA
2001-08-21;25,59;2,5353;12891;NA
2001-08-22;24,73;2,5231;12952;NA
2001-08-23;25,29;2,5282;12750;NA
2001-08-24;25,19;2,55;13001;NA
2001-08-27;25,24;2,5585;12995;NA
2001-08-28;24,8;2,5564;13018;NA
2001-08-29;24,44;2,5474;13076;NA
2001-08-30;24,47;2,5403;12892;NA
2001-08-31;24,56;2,5517;12840;NA
2001-09-03;24,5;2,559;12800;NA
2001-09-04;23,87;2,5642;12766;NA
2001-09-05;23,99;2,5669;12590;NA
2001-09-06;24,27;2,5927;12255;NA
2001-09-10;24,61;2,6013;11922;NA
2001-09-11;25,33;2,6369;10827;NA
2001-09-12;25,36;2,6741;11113;NA
2001-09-13;26,67;2,6978;10306;NA
2001-09-14;26,8;2,6986;10034;NA
2001-09-17;29,02;2,6679;10544;NA
2001-09-18;25,57;2,6793;10554;NA
2001-09-19;25,73;2,7065;10744;NA
2001-09-20;26,36;2,7322;10543;NA
2001-09-21;27,4;2,8007;10418;NA
2001-09-24;27,21;2,7675;10532;NA
2001-09-25;27,1;2,7133;10229;NA
2001-09-26;27,25;2,7264;10229;NA
2001-09-27;26,3;2,705;10404;NA
2001-09-28;25,92;2,6713;10404;NA
2001-10-01;26,46;2,6866;10501;NA
2001-10-02;26,44;2,7038;10350;NA
2001-10-03;26,56;2,7287;10233;NA
2001-10-04;26,7;2,7326;10061;NA
2001-10-05;26,44;2,754;10197;NA
2001-10-08;26,47;2,7828;10094;NA
2001-10-09;26,29;2,7797;10284;NA
2001-10-10;26,07;2,7784;10462;NA
2001-10-11;26,15;2,7799;10784;NA
2001-10-15;25,64;2,779;11329;NA
2001-10-16;25,03;2,7526;11257;NA
2001-10-17;24,64;2,7211;11271;NA
2001-10-18;25,05;2,7425;10994;NA
2001-10-19;24,7;2,7573;11331;NA
2001-10-22;24,54;2,7176;11699;NA
2001-10-23;24,55;2,7168;11613;NA
2001-10-24;24,92;2,7438;11467;NA
2001-10-25;24,72;2,7428;11723;NA
2001-10-26;24,89;2,729;11780;NA
2001-10-29;25,07;2,7246;11377;NA
2001-10-30;24,68;2,7231;11023;NA
2001-10-31;24,55;2,7071;11364;NA
2001-11-01;24,03;2,682;11387;NA
2001-11-05;22,81;2,6208;12164;NA
2001-11-06;22,35;2,6003;12415;NA
2001-11-07;21,37;2,6055;12615;NA
2001-11-08;21,35;2,5571;12553;NA
2001-11-09;21,11;2,5347;12730;NA
2001-11-12;21,3;2,5502;12567;NA
2001-11-13;21,11;2,527;12918;NA
2001-11-14;21,25;2,5299;12825;NA
2001-11-16;21,13;2,5392;12882;NA
2001-11-19;20,58;2,5154;12987;NA
2001-11-20;21,11;2,535;12638;NA
2001-11-21;20,91;2,5411;12793;NA
2001-11-22;20,98;2,5383;13019;NA
2001-11-23;20,36;2,5134;13423;NA
2001-11-26;20,86;2,4894;13759;NA
2001-11-27;21,3;2,4604;13602;NA
2001-11-28;22,16;2,4857;13019;NA
2001-11-29;23,23;2,5072;13019;NA
2001-11-30;22,95;2,5287;12931;NA
2001-12-03;22,69;2,4672;13336;NA
2001-12-04;22,53;2,4289;13146;NA
2001-12-05;22,22;2,4306;13382;NA
2001-12-06;22,04;2,4435;13539;NA
2001-12-07;21,78;2,4005;13298;NA
2001-12-10;21,47;2,3579;13446;NA
2001-12-11;21,57;2,3417;13348;NA
2001-12-12;21,29;2,3551;13562;NA
2001-12-13;21,23;2,3847;13148;NA
2001-12-14;21,44;2,384;12959;NA
2001-12-17;21,44;2,358;12912;NA
2001-12-18;20,99;2,343;13397;NA
2001-12-19;20,72;2,293;13290;NA
2001-12-20;21,16;2,3202;12918;NA
2001-12-21;20,76;2,3311;13368;NA
2001-12-24;20,76;2,3378;13368;NA
2001-12-26;20,2;2,3145;13358;NA
2001-12-27;20,25;2,3215;13757;NA
2001-12-28;20,23;2,3204;13577;NA
2001-12-31;20,23;2,3204;13577;NA
2002-01-02;19,84;2,3066;13872;NA
2002-01-03;20,06;2,2932;14265;NA
2002-01-04;20,16;2,3101;14331;NA
2002-01-07;19,7;2,3428;14378;NA
2002-01-08;19,96;2,3454;14167;NA
2002-01-09;20,26;2,3794;14020;NA
2002-01-10;20,61;2,3896;13570;NA
2002-01-11;20,64;2,4168;13570;NA
2002-01-14;21,21;2,4072;13121;NA
2002-01-15;21,07;2,3705;13010;NA
2002-01-16;21,31;2,3867;13083;NA
2002-01-17;20,58;2,3641;13336;NA
2002-01-18;20,14;2,3752;13372;NA
2002-01-21;20,14;2,3742;13154;NA
2002-01-22;20,44;2,3667;13003;NA
2002-01-23;20,04;2,3804;13232;NA
2002-01-24;20,67;2,3981;13162;NA
2002-01-25;20,67;2,4046;13162;NA
2002-01-28;20,56;2,4228;13001;NA
2002-01-29;20,83;2,4234;12501;NA
2002-01-30;20,86;2,4384;12532;NA
2002-01-31;20,81;2,4183;12721;NA
2002-02-01;20,6;2,4161;12658;NA
2002-02-04;20,82;2,4228;12512;NA
2002-02-05;21,01;2,4214;12747;NA
2002-02-06;20,44;2,4206;12750;NA
2002-02-07;20,52;2,4518;12683;NA
2002-02-08;20,64;2,4691;12597;NA
2002-02-13;20,32;2,4232;12960;NA
2002-02-14;20,2;2,4249;13245;NA
2002-02-15;20,15;2,438;13229;NA
2002-02-18;19,67;2,4284;13121;NA
2002-02-19;19,44;2,4249;12991;NA
2002-02-20;19,94;2,4284;13302;NA
2002-02-21;19,12;2,4241;13530;NA
2002-02-22;19,49;2,4273;13562;NA
2002-02-25;19,01;2,4062;13977;NA
2002-02-26;19,04;2,3947;13963;NA
2002-02-27;19,05;2,3827;14212;NA
2002-02-28;18,96;2,3482;14033;NA
2002-03-01;18,94;2,3596;14414;NA
2002-03-04;18,99;2,3432;14471;NA
2002-03-05;18,74;2,3251;14011;NA
2002-03-06;18,85;2,352;13838;NA
2002-03-07;18,83;2,3663;13725;NA
2002-03-08;19,1;2,3582;13961;NA
2002-03-11;19,03;2,3487;13695;NA
2002-03-12;18,49;2,3496;14181;NA
2002-03-13;18,55;2,3368;14244;NA
2002-03-14;18,49;2,3441;14117;NA
2002-03-15;18,44;2,3542;14365;NA
2002-03-18;18,13;2,3406;14244;NA
2002-03-19;18,41;2,3432;14117;NA
2002-03-20;18,35;2,338;14089;NA
2002-03-21;18,48;2,3475;13717;NA
2002-03-22;18,67;2,3508;13312;NA
2002-03-25;18,74;2,3641;13277;NA
2002-03-26;18,71;2,3502;13569;NA
2002-03-27;18,53;2,3371;13424;NA
2002-03-28;18,53;2,3236;13254;NA
2002-04-01;18,56;2,322;13467;NA
2002-04-02;18,6;2,3022;13245;NA
2002-04-03;18,72;2,2977;13084;NA
2002-04-04;18,73;2,3118;13360;NA
2002-04-05;18,61;2,2924;13276;NA
2002-04-08;18,56;2,2907;13159;NA
2002-04-09;18,46;2,2842;13195;NA
2002-04-10;18,48;2,2728;13416;NA
2002-04-11;18,43;2,2709;13411;NA
2002-04-12;18,36;2,2988;13750;NA
2002-04-15;18,52;2,318;13471;NA
2002-04-16;18,49;2,3172;13622;NA
2002-04-17;18,52;2,3165;13732;NA
2002-04-18;18,99;2,3327;13573;NA
2002-04-19;18,95;2,3269;13478;NA
2002-04-22;19,31;2,3347;13224;NA
2002-04-23;19,42;2,3487;13188;NA
2002-04-24;19,36;2,3568;13380;NA
2002-04-25;19,49;2,3666;13272;NA
2002-04-26;19,79;2,3558;13075;NA
2002-04-29;19,88;2,3689;13090;NA
2002-04-30;19,79;2,3625;13085;NA
2002-05-02;20,04;2,377;12538;NA
2002-05-03;20,01;2,4149;12609;NA
2002-05-06;19,97;2,4327;12430;NA
2002-05-07;19,97;2,4174;12342;NA
2002-05-08;20,03;2,4341;12612;NA
2002-05-09;20,34;2,4519;12101;NA
2002-05-10;20,42;2,4838;12130;NA
2002-05-13;20,94;2,4952;12002;NA
2002-05-14;20,74;2,5154;12204;NA
2002-05-15;20,53;2,5117;12349;NA
2002-05-16;20,13;2,4799;12349;NA
2002-05-17;20,21;2,4763;12699;NA
2002-05-20;20,28;2,4737;12667;NA
2002-05-21;20,38;2,4787;12701;NA
2002-05-22;20,76;2,5016;12367;NA
2002-05-23;20,68;2,5296;12555;NA
2002-05-24;20,49;2,524;12573;NA
2002-05-27;20,59;2,5228;12698;NA
2002-05-28;20,28;2,5248;12728;NA
2002-05-29;20,04;2,5201;12985;NA
2002-05-31;19,9;2,522;12861;NA
2002-06-03;20,22;2,5413;12659;NA
2002-06-04;21,07;2,5697;12600;NA
2002-06-05;20,84;2,6086;12589;NA
2002-06-06;21,7;2,6418;12112;NA
2002-06-07;21,79;2,6708;12282;NA
2002-06-10;21,38;2,6367;12599;NA
2002-06-11;22,96;2,6664;12210;NA
2002-06-12;25,25;2,7486;12132;NA
2002-06-13;25,95;2,6922;11962;NA
2002-06-14;27,36;2,7181;11698;NA
2002-06-17;26,65;2,6823;11937;NA
2002-06-18;26,83;2,67;11821;NA
2002-06-19;28,58;2,703;11493;NA
2002-06-20;28,98;2,7505;10908;NA
2002-06-21;31,3;2,791;10397;NA
2002-06-24;30,22;2,8269;10759;NA
2002-06-25;29,67;2,7995;10705;NA
2002-06-26;29,7;2,8584;10690;NA
2002-06-27;27,47;2,8593;11013;NA
2002-06-28;26,21;2,8444;11139;NA
2002-07-01;28,63;2,8595;10892;NA
2002-07-02;28,98;2,9141;10845;NA
2002-07-03;27,28;2,8617;10635;NA
2002-07-04;27,73;2,8481;10635;NA
2002-07-05;27,98;2,8746;10523;NA
2002-07-08;27,12;2,8711;10687;NA
2002-07-09;27,12;2,8551;10687;NA
2002-07-10;26,89;2,8541;10555;NA
2002-07-11;26,3;2,8232;10806;NA
2002-07-12;25,75;2,8147;10967;NA
2002-07-15;26,55;2,8455;10633;NA
2002-07-16;27,28;2,8671;10577;NA
2002-07-17;26,32;2,8783;10754;NA
2002-07-18;25,14;2,8772;10812;NA
2002-07-19;24,86;2,8671;10583;NA
2002-07-22;26,31;2,8816;9892;NA
2002-07-23;27,43;2,9132;9745;NA
2002-07-24;27,13;2,9479;9937;NA
2002-07-25;27,31;2,9822;9665;NA
2002-07-26;28,06;3,0177;9217;NA
2002-07-29;30,34;3,1449;9240;NA
2002-07-30;29,94;3,2692;9341;NA
2002-07-31;29,01;3,4285;9762;NA
2002-08-01;28,88;3,3275;9759;NA
2002-08-02;27,91;3,0302;9852;NA
2002-08-05;28,49;3,0732;9469;NA
2002-08-06;28,43;3,207;9755;NA
2002-08-07;27,51;3,0598;9869;NA
2002-08-08;25,55;2,8883;10315;NA
2002-08-09;27,03;2,9964;9985;NA
2002-08-12;27,23;3,0979;9723;NA
2002-08-13;26,69;3,2094;9444;NA
2002-08-14;26,18;3,1965;9343;NA
2002-08-15;26,48;3,1912;9183;NA
2002-08-16;26,1;3,162;9526;NA
2002-08-19;25,87;3,1142;9416;NA
2002-08-20;25,65;3,0923;9263;NA
2002-08-21;25,81;3,0794;9437;NA
2002-08-22;26,45;3,1417;9702;NA
2002-08-23;26,28;3,1136;9676;NA
2002-08-26;25,25;3,0788;10097;NA
2002-08-27;25,31;3,0949;10371;NA
2002-08-28;24,42;3,1219;10379;NA
2002-08-29;23,87;3,1239;10455;NA
2002-08-30;23,42;3,0223;10382;NA
2002-09-02;23,87;3,0286;10378;NA
2002-09-03;24,32;3,0988;10135;NA
2002-09-04;24,3;3,1325;9996;NA
2002-09-05;24,58;3,1512;9723;NA
2002-09-06;24,4;3,1783;9716;NA
2002-09-09;22,89;3,1312;9954;NA
2002-09-10;23,43;3,1306;9960;NA
2002-09-11;23,24;3,1153;10182;NA
2002-09-12;23,53;3,1239;10172;NA
2002-09-13;24,14;3,1506;10180;NA
2002-09-16;24,86;3,1884;9831;NA
2002-09-17;25,1;3,2248;9650;NA
2002-09-18;25,64;3,324;9505;NA
2002-09-19;26,69;3,3843;9372;NA
2002-09-20;26,21;3,4277;9585;NA
2002-09-23;27,43;3,5448;9264;NA
2002-09-24;27,68;3,6216;9148;NA
2002-09-25;27,22;3,7257;9227;NA
2002-09-26;27,41;3,7516;9199;NA
2002-09-27;28,83;3,8541;8715;NA
2002-09-30;29,94;3,8949;8622;NA
2002-10-01;29,04;3,7467;8997;NA
2002-10-02;29,55;3,5936;8820;NA
2002-10-03;30,43;3,6952;9139;NA
2002-10-04;29,02;3,6593;9259;NA
2002-10-07;28,97;3,6965;8863;NA
2002-10-08;28,53;3,7017;8846;NA
2002-10-09;29,08;3,852;8714;NA
2002-10-10;29,48;3,9228;8866;NA
2002-10-11;29,82;3,9235;8854;NA
2002-10-14;30,85;3,8613;8450;NA
2002-10-15;32,69;3,8567;8506;NA
2002-10-16;30,76;3,8744;8370;NA
2002-10-17;29,96;3,9245;8901;NA
2002-10-18;28,99;3,8759;9022;NA
2002-10-21;28,62;3,9125;9128;NA
2002-10-22;28,87;3,9552;9331;NA
2002-10-23;28,97;3,8704;9840;NA
2002-10-24;29,2;3,8617;9799;NA
2002-10-25;29,03;3,8015;10014;NA
2002-10-28;29,12;3,7406;9573;NA
2002-10-29;29,91;3,8211;9600;NA
2002-10-30;29,86;3,7443;10068;NA
2002-10-31;29,7;3,645;10167;NA
2002-11-01;29,82;3,6113;10140;NA
2002-11-04;30,06;3,5418;9912;NA
2002-11-05;30,52;3,5625;9861;NA
2002-11-06;31,85;3,5976;9702;NA
2002-11-07;31,6;3,6218;9799;NA
2002-11-08;31,52;3,5271;9860;NA
2002-11-11;31,33;3,5035;9885;NA
2002-11-12;31,96;3,5527;9720;NA
2002-11-13;32,39;3,6342;9763;NA
2002-11-14;32,51;3,6797;9884;NA
2002-11-18;32,24;3,5889;9970;NA
2002-11-19;31,45;3,5547;9971;NA
2002-11-20;30,58;3,5146;10087;NA
2002-11-21;30,53;3,5103;10289;NA
2002-11-22;30,65;3,5616;10404;NA
2002-11-25;30,58;3,5492;10245;NA
2002-11-26;30,8;3,5872;10131;NA
2002-11-27;30,8;3,5898;10226;NA
