"Data";"7806 - Taxa referencial de swaps DI pré-fixada (BM&F) - Prazo de 360 dias - % a.a.";"1 - Taxa de câmbio - Livre - Dólar americano (venda) - diário - u.m.c./US$";"7 - Bovespa - índice - Pontos";"SP500"
2016-11-10;12,42;3,3104;61200;2167,48
2016-11-11;12,5;3,4377;59183;2164,45
2016-11-14;12,66;3,4446;59657;2164,2
2016-11-15;NA;NA;NA;2180,39
2016-11-16;12,55;3,4183;60759;2176,94
2016-11-17;12,55;3,4052;59770;2187,12
2016-11-18;12,52;3,3917;59961;2181,9
2016-11-21;12,34;3,3517;61070;2198,18
2016-11-22;12,28;3,3476;61954;2202,94
2016-11-23;12,26;3,3927;61985;2204,72
2016-11-24;12,26;3,3987;61395;NA
2016-11-25;12,27;3,4279;61559;2213,35
2016-11-28;12,23;3,3996;62855;2201,72
2016-11-29;12,19;3,406;60986;2204,66
2016-11-30;12,17;3,3967;61906;2198,81
2016-12-01;12,35;3,4362;59506;2191,08
2016-12-02;12,33;3,465;60316;2191,95
2016-12-05;12,12;3,4598;59831;2204,71
2016-12-06;12,05;3,4354;61088;2212,23
2016-12-07;12;3,3895;61414;2241,35
2016-12-08;11,99;3,4008;60676;2246,19
2016-12-09;11,95;3,3858;60500;2259,53
2016-12-12;11,9;3,3697;59178;2256,96
2016-12-13;11,89;3,334;59280;2271,72
2016-12-14;11,84;3,3103;58212;2253,28
2016-12-15;11,81;3,383;58396;2262,03
2016-12-16;11,78;3,3712;58389;2258,07
2016-12-17;11,71;NA;57110;NA
2016-12-19;NA;3,3778;NA;2262,53
2016-12-20;11,72;3,3586;57582;2270,76
2016-12-21;11,64;3,3297;57646;2265,18
2016-12-22;11,63;3,3302;57255;2260,96
2016-12-23;11,64;3,2696;57937;2263,79
2016-12-26;11,6;3,2701;58620;NA
2016-12-27;11,58;3,2776;58696;2268,88
2016-12-28;11,56;3,2774;59781;2249,92
2016-12-29;11,56;3,2591;60227;2249,26
2016-12-30;NA;3,2591;NA;2238,83
2017-01-02;11,46;3,2729;59588;NA
2017-01-03;11,46;3,2632;61813;2257,83
2017-01-04;11,48;3,2333;61589;2270,75
2017-01-05;11,36;3,2129;62070;2269
2017-01-06;11,38;3,2057;61665;2276,98
2017-01-09;11,36;3,2097;61700;2268,9
2017-01-10;11,32;3,1918;62131;2268,9
2017-01-11;11,32;3,2154;62446;2275,32
2017-01-12;10,98;3,1661;63953;2270,44
2017-01-13;11,04;3,2034;63651;2274,64
2017-01-16;10,99;3,2234;63831;NA
2017-01-17;11;3,21;64354;2267,89
2017-01-18;11;3,2211;64149;2271,89
2017-01-19;10,94;3,2113;63950;2263,69
2017-01-20;10,88;3,1918;64521;2271,31
2017-01-23;10,89;3,1609;65748;2265,2
2017-01-24;10,88;3,1649;65840;2280,07
2017-01-25;NA;3,169;NA;2298,37
2017-01-26;10,9;3,1804;66190;2296,68
2017-01-27;10,87;3,1596;66033;2294,69
2017-01-30;10,87;3,1316;64301;2280,9
2017-01-31;10,83;3,127;64670;2278,87
2017-02-01;10,81;3,1479;64836;2279,55
2017-02-02;10,79;3,1196;64578;2280,85
2017-02-03;10,74;3,1241;64953;2297,42
2017-02-06;10,72;3,1179;63992;2292,56
2017-02-07;10,68;3,1304;64198;2293,08
2017-02-08;10,62;3,1255;64835;2294,67
2017-02-09;10,62;3,1185;64964;2307,87
2017-02-10;10,56;3,1155;66124;2316,1
2017-02-13;10,54;3,1175;66967;2328,25
2017-02-14;10,52;3,1004;66712;2337,58
2017-02-15;10,5;3,0779;67975;2349,25
2017-02-16;10,52;3,051;67814;2347,22
2017-02-17;10,45;3,095;67748;2351,16
2017-02-20;10,41;3,0918;68532;NA
2017-02-21;10,34;3,097;69052;2365,38
2017-02-22;10,32;3,0824;68589;2362,82
2017-02-23;10,19;3,0638;67461;2363,81
2017-02-24;10,2;3,0993;66662;2367,34
2017-02-27;NA;NA;NA;2369,75
2017-02-28;NA;NA;NA;2363,64
2017-03-01;10,14;3,0976;66988;2395,96
2017-03-02;10,15;3,1138;65854;2381,92
2017-03-03;10,07;3,1364;66785;2383,12
2017-03-06;10,03;3,1111;66341;2375,31
2017-03-07;10,04;3,1185;65742;2368,39
2017-03-08;10,06;3,1477;64718;2362,98
2017-03-09;10,06;3,1735;64585;2364,87
2017-03-10;9,87;3,1623;64675;2372,6
2017-03-13;9,83;3,1541;65534;2373,47
2017-03-14;9,87;3,1639;64699;2365,45
2017-03-15;9,8;3,1629;66234;2385,26
2017-03-16;9,82;3,108;65782;2381,38
2017-03-17;9,82;3,1075;64209;2378,25
2017-03-20;9,8;3,0898;64884;2373,47
2017-03-21;9,75;3,0765;62980;2344,02
2017-03-22;9,76;3,0939;63521;2348,45
2017-03-23;9,78;3,1248;63530;2345,96
2017-03-24;9,69;3,1282;63853;2343,98
2017-03-27;9,63;3,1256;64308;2341,59
2017-03-28;9,64;3,1303;64640;2358,57
2017-03-29;9,61;3,1229;65528;2361,13
2017-03-30;9,68;3,1247;65265;2368,06
2017-03-31;9,67;3,1684;64984;2362,72
2017-04-03;9,62;3,1167;65211;2358,84
2017-04-04;9,6;3,1231;65768;2360,16
2017-04-05;9,56;3,0923;64774;2352,95
2017-04-06;9,62;3,116;64222;2357,49
2017-04-07;9,58;3,1302;64593;2355,54
2017-04-10;9,46;3,1409;64649;2357,16
2017-04-11;9,42;3,1424;64359;2353,78
2017-04-12;9,46;3,1463;63891;2344,93
2017-04-13;9,48;3,1269;62826;2328,95
2017-04-14;NA;NA;NA;NA
2017-04-17;9,46;3,1036;64334;2349,01
2017-04-18;9,36;3,0958;64158;2342,19
2017-04-19;9,37;3,1294;63406;2338,17
2017-04-20;9,37;3,1453;63760;2355,84
2017-04-21;NA;NA;NA;2348,69
2017-04-24;9,32;3,1251;64389;2374,15
2017-04-25;9,38;3,1577;65148;2388,61
2017-04-26;9,36;3,1847;64861;2387,45
2017-04-27;9,34;3,1763;64676;2388,77
2017-04-28;9,3;3,1984;65403;2384,2
2017-05-01;NA;NA;NA;2388,33
2017-05-02;9,26;3,1724;66721;2391,17
2017-05-03;9,22;3,1489;66093;2388,13
2017-05-04;9,27;3,178;64862;2389,52
2017-05-05;9,22;3,1764;65709;2399,29
2017-05-08;9,2;3,1938;65526;2399,38
2017-05-09;9,15;3,1857;66277;2396,92
2017-05-10;9,07;3,1606;67349;2399,63
2017-05-11;8,97;3,1559;67537;2394,44
2017-05-12;8,92;3,129;68221;2390,9
2017-05-15;8,81;3,1011;68474;2402,32
2017-05-16;8,76;3,0924;68684;2400,67
2017-05-17;8,77;3,1076;67540;2357,03
2017-05-18;10,09;3,3807;61597;2365,72
2017-05-19;9,63;3,2878;62639;2381,73
2017-05-22;9,76;3,2863;61673;2394,02
2017-05-23;9,54;3,2654;62662;2398,42
2017-05-24;9,45;3,2629;63257;2404,39
2017-05-25;9,43;3,2824;63226;2415,07
2017-05-26;9,22;3,2614;64085;2415,82
2017-05-29;9,12;3,2709;63760;NA
2017-05-30;9,21;3,2659;63962;2412,91
2017-05-31;9,15;3,2437;62711;2411,8
2017-06-01;9,31;3,2307;62288;2430,06
2017-06-02;9,33;3,2401;62510;2439,07
2017-06-05;9,36;3,282;62450;2436,1
2017-06-06;9,22;3,2817;62954;2429,33
2017-06-07;9,21;3,2747;63170;2433,14
2017-06-08;9,21;3,2838;62755;2433,79
2017-06-09;9,03;3,274;62210;2431,77
2017-06-12;9,02;3,2986;61700;2429,39
2017-06-13;9,06;3,3208;61828;2440,35
2017-06-14;9,04;3,2836;61922;2437,92
2017-06-15;NA;NA;NA;2432,46
2017-06-16;8,96;3,2892;61626;2433,15
2017-06-19;8,87;3,2975;62014;2453,46
2017-06-20;8,93;3,3145;60766;2437,03
2017-06-21;8,86;3,3247;60761;2435,61
2017-06-22;8,84;3,3362;61272;2434,5
2017-06-23;8,85;3,3342;61087;2438,3
2017-06-26;8,82;3,3128;62188;2439,07
2017-06-27;8,85;3,3172;61675;2419,38
2017-06-28;8,81;3,303;62017;2440,69
2017-06-29;8,83;3,2952;62238;2419,7
2017-06-30;8,77;3,3082;62899;2423,41
2017-07-03;8,64;3,3015;63279;2429,01
2017-07-04;8,64;3,305;63231;NA
2017-07-05;8,58;3,3193;63154;2432,54
2017-07-06;8,58;3,3064;62470;2409,75
2017-07-07;8,59;3,2895;62322;2425,18
2017-07-10;8,57;3,265;63025;2427,43
2017-07-11;8,54;3,2522;63832;2425,53
2017-07-12;8,49;3,2264;64835;2443,25
2017-07-13;8,48;3,2108;65178;2447,83
2017-07-14;8,43;3,1899;65436;2459,27
2017-07-17;8,43;3,1821;65212;2459,14
2017-07-18;8,39;3,1668;65337;2460,61
2017-07-19;8,33;3,1533;65179;2473,83
2017-07-20;8,26;3,1402;64938;2473,45
2017-07-21;8,29;3,1256;64684;2472,54
2017-07-24;8,28;3,1459;65099;2469,91
2017-07-25;8,29;3,1556;65667;2477,13
2017-07-26;8,28;3,1657;65010;2477,83
2017-07-27;8,01;3,1513;65277;2475,42
2017-07-28;7,96;3,1457;65497;2472,1
2017-07-31;7,98;3,1307;65920;2470,3
2017-08-01;7,93;3,1161;66516;2476,35
2017-08-02;7,91;3,1268;67135;2477,57
2017-08-03;7,88;3,1194;66777;2472,16
2017-08-04;7,88;3,1224;66897;2476,83
2017-08-07;7,9;3,1267;67939;2480,91
2017-08-08;7,89;3,132;67898;2474,92
2017-08-09;7,91;3,1464;67671;2474,02
2017-08-10;7,9;3,1543;66992;2438,21
2017-08-11;7,88;3,1695;67358;2441,32
2017-08-14;7,88;3,1888;68284;2465,84
2017-08-15;7,89;3,1976;68355;2464,61
2017-08-16;7,86;3,167;68594;2468,11
2017-08-17;7,91;3,1603;67976;2430,01
2017-08-18;7,84;3,1654;68714;2425,55
2017-08-21;7,84;3,1443;68634;2428,37
2017-08-22;7,84;3,1539;70011;2452,51
2017-08-23;7,74;3,1569;70477;2444,04
2017-08-24;7,67;3,1404;71132;2438,97
2017-08-25;7,64;3,1462;71073;2443,05
2017-08-28;7,63;3,1563;71016;2444,24
2017-08-29;7,59;3,1695;71329;2446,3
2017-08-30;7,57;3,1638;70886;2457,59
2017-08-31;7,57;3,1471;70835;2471,65
2017-09-01;7,62;3,1333;71923;2476,55
2017-09-04;7,64;3,1389;72128;NA
2017-09-05;7,62;3,1203;72150;2457,85
2017-09-06;7,48;3,1133;73412;2465,54
2017-09-07;NA;NA;NA;2465,1
2017-09-08;7,44;3,0908;73078;2461,43
2017-09-11;7,49;3,0852;74319;2488,11
2017-09-12;7,45;3,1144;74538;2496,48
2017-09-13;7,42;3,1343;74787;2498,37
2017-09-14;7,37;3,1354;74656;2495,62
2017-09-15;7,36;3,1255;75756;2500,23
2017-09-18;7,3;3,1239;75990;2503,87
2017-09-19;7,25;3,1323;75974;2506,65
2017-09-20;7,24;3,1281;76004;2508,24
2017-09-21;7,17;3,1347;75604;2500,6
2017-09-22;7,16;3,1285;75389;2502,22
2017-09-25;7,17;3,1412;74443;2496,66
2017-09-26;7,13;3,1674;74318;2496,84
2017-09-27;7,17;3,1932;73796;2507,04
2017-09-28;7,15;3,1871;73567;2510,06
2017-09-29;7,12;3,168;74293;2519,36
2017-10-02;7,1;3,1642;74359;2529,12
2017-10-03;7,15;3,1502;76762;2534,58
2017-10-04;7,16;3,1315;76591;2537,74
2017-10-05;7,18;3,1347;76617;2552,07
2017-10-06;7,17;3,1648;76054;2549,33
2017-10-09;7,18;3,177;75726;2544,73
2017-10-10;7,15;3,1688;76897;2550,64
2017-10-11;7,13;3,1639;76659;2555,24
2017-10-12;NA;NA;NA;2550,93
2017-10-13;7,11;3,1572;76989;2553,17
2017-10-16;7,14;3,1607;76891;2557,64
2017-10-17;7,12;3,1769;76201;2559,36
2017-10-18;7,11;3,1673;76591;2561,26
2017-10-19;7,08;3,1732;76283;2562,1
2017-10-20;7,1;3,1833;76390;2575,21
2017-10-23;7,11;3,2003;75413;2564,98
2017-10-24;7,13;3,247;76350;2569,13
2017-10-25;7,1;3,2387;76671;2557,15
2017-10-26;7,21;3,2444;75896;2560,4
2017-10-27;7,15;3,2801;75975;2581,07
2017-10-30;7,18;3,2547;74800;2572,83
2017-10-31;7,14;3,2769;74308;2575,26
2017-11-01;7,14;3,2736;73823;2579,36
2017-11-02;NA;NA;NA;2579,85
2017-11-03;7,16;3,292;73915;2587,84
2017-11-06;7,17;3,2851;74310;2591,13
2017-11-07;7,17;3,2733;72414;2590,64
2017-11-08;7,1;3,2509;74363;2594,38
2017-11-09;7,12;3,2515;72930;2584,62
2017-11-10;7,12;3,2661;72165;2582,3
2017-11-13;7,13;3,2873;72475;2584,84
2017-11-14;7,14;3,2834;70826;2578,87
2017-11-15;NA;NA;NA;2564,62
2017-11-16;7,14;3,2808;72511;2585,64
2017-11-17;7,09;3,2788;73437;2578,85
2017-11-20;NA;3,2623;NA;2582,14
2017-11-21;7,08;3,2591;74594;2599,03
2017-11-22;7,08;3,2561;74518;2597,08
2017-11-23;7,02;3,2371;74486;NA
2017-11-24;7,02;3,23;74157;2602,42
2017-11-27;7;3,2218;74058;2601,42
2017-11-28;6,99;3,2232;74139;2627,04
2017-11-29;7,04;3,2136;72700;2626,07
2017-11-30;7,02;3,2616;71970;2647,58
2017-12-01;7;3,2636;72264;2642,22
2017-12-04;6,99;3,2506;73090;2639,44
2017-12-05;6,96;3,2322;72546;2629,57
2017-12-06;6,96;3,2354;73268;2629,27
2017-12-07;6,98;3,2892;72487;2636,98
2017-12-08;6,94;3,2811;72731;2651,5
2017-12-11;6,93;3,2845;72800;2659,99
2017-12-12;6,92;3,3149;73813;2664,11
2017-12-13;6,89;3,3036;72914;2662,85
2017-12-14;6,88;3,3332;72428;2652,01
2017-12-15;6,88;3,3182;72607;2675,81
2017-12-18;6,88;3,2881;73115;2690,16
2017-12-19;6,88;3,2883;72680;2681,47
2017-12-20;6,86;3,2909;73367;2679,25
2017-12-21;6,88;3,3045;75133;2684,57
2017-12-22;6,87;3,3209;75186;2683,34
2017-12-25;NA;NA;NA;NA
2017-12-26;6,85;3,32;75707;2680,5
2017-12-27;6,87;3,3031;76072;2682,62
2017-12-28;6,86;3,308;76402;2687,54
2017-12-29;6,86;3,308;NA;2673,61
2018-01-01;NA;NA;NA;NA
2018-01-02;6,8;3,2697;77891;2695,81
2018-01-03;6,77;3,2535;77995;2713,06
2018-01-04;6,77;3,2318;78647;2723,99
2018-01-05;6,79;3,2409;79071;2743,15
2018-01-08;6,81;3,2357;79378;2747,71
2018-01-09;6,82;3,2397;78863;2751,29
2018-01-10;6,88;3,2467;78200;2748,23
2018-01-11;6,9;3,2301;79365;2767,56
2018-01-12;6,94;3,2197;79349;2786,24
2018-01-15;6,92;3,1963;79752;NA
2018-01-16;6,93;3,2219;79831;2776,42
2018-01-17;6,94;3,2324;81189;2802,56
2018-01-18;6,95;3,2129;80962;2798,03
2018-01-19;6,95;3,2087;81219;2810,3
2018-01-22;6,97;3,1934;81675;2832,97
2018-01-23;6,95;3,2249;80678;2839,13
2018-01-24;6,88;3,197;83679;2837,54
2018-01-25;NA;3,1391;NA;2839,25
2018-01-26;6,84;3,145;85530;2872,87
2018-01-29;6,86;3,1655;84698;2853,53
2018-01-30;6,89;3,1661;84482;2822,43
2018-01-31;6,89;3,1624;84912;2823,81
2018-02-01;6,89;3,173;85495;2821,98
2018-02-02;6,92;3,206;84041;2762,13
2018-02-05;6,92;3,2355;81861;2648,94
2018-02-06;6,94;3,2613;83894;2695,14
2018-02-07;6,92;3,2467;82766;2681,66
2018-02-08;6,85;3,2692;81532;2581
2018-02-09;6,83;3,2821;80898;2619,55
2018-02-12;NA;NA;NA;2656
2018-02-13;NA;NA;NA;2662,94
2018-02-14;6,81;3,2536;83542;2698,63
2018-02-15;6,77;3,2208;84290;2731,2
2018-02-16;6,72;3,2381;84524;2732,22
2018-02-19;6,69;3,2347;84792;NA
2018-02-20;6,68;3,2507;85803;2716,26
2018-02-21;6,66;3,2555;86051;2701,33
2018-02-22;6,69;3,2598;86686;2703,96
2018-02-23;6,67;3,2417;87293;2747,3
2018-02-26;6,69;3,2351;87652;2779,6
2018-02-27;6,7;3,2383;86935;2744,28
2018-02-28;6,67;3,2449;85353;2713,83
2018-03-01;6,67;3,262;85377;2677,67
2018-03-02;6,6;3,2614;85761;2691,25
2018-03-05;6,56;3,2582;86022;2720,94
2018-03-06;6,56;3,2246;85653;2728,12
2018-03-07;6,54;3,2318;85483;2726,8
2018-03-08;6,54;3,2518;84984;2738,97
2018-03-09;6,54;3,2496;86371;2786,57
2018-03-12;6,54;3,2606;86900;2783,02
2018-03-13;6,56;3,2492;86383;2765,31
2018-03-14;6,59;3,2584;86050;2749,48
2018-03-15;6,61;3,2859;84928;2747,33
2018-03-16;6,58;3,2905;84886;2752,01
2018-03-19;6,56;3,2911;83913;2712,92
2018-03-20;6,57;3,2981;84163;2716,94
2018-03-21;6,58;3,2921;84976;2711,93
2018-03-22;6,34;3,3033;84767;2643,69
2018-03-23;6,34;3,3041;84377;2588,26
2018-03-26;6,3;3,3034;85087;2658,55
2018-03-27;6,32;3,3256;83808;2612,62
2018-03-28;6,32;3,338;83874;2605
2018-03-29;6,29;3,3238;85365;2640,87
2018-03-30;NA;NA;NA;NA
2018-04-02;6,3;3,3104;84666;2581,88
2018-04-03;6,32;3,3139;84623;2614,45
2018-04-04;6,34;3,3538;84359;2644,69
2018-04-05;6,33;3,3196;85209;2662,84
2018-04-06;6,34;3,3666;84820;2604,47
2018-04-09;6,38;3,3903;83307;2613,16
2018-04-10;6,38;3,4195;84510;2656,87
2018-04-11;6,37;3,4052;85245;2642,19
2018-04-12;6,33;3,3858;85443;2663,99
2018-04-13;6,32;3,4105;84334;2656,3
2018-04-16;6,33;3,4263;82861;2677,84
2018-04-17;6,34;3,4041;84086;2706,39
2018-04-18;6,33;3,3844;85776;2708,64
2018-04-19;6,36;3,3977;85824;2693,13
2018-04-20;6,34;3,4101;85550;2670,14
2018-04-23;6,36;3,4421;85602;2670,29
2018-04-24;6,36;3,4667;85469;2634,56
2018-04-25;6,39;3,504;85044;2639,4
2018-04-26;6,38;3,4977;86383;2666,94
2018-04-27;6,34;3,4676;86444;2669,91
2018-04-30;6,38;3,4811;86115;2648,05
2018-05-01;NA;NA;NA;2654,8
2018-05-02;6,41;3,5424;84547;2635,67
2018-05-03;6,45;3,5484;83288;2629,73
2018-05-04;6,46;3,5308;83118;2663,42
2018-05-07;6,49;3,5458;82714;2672,63
2018-05-08;6,58;3,5788;82956;2671,92
2018-05-09;6,57;3,5943;84265;2697,79
2018-05-10;6,52;3,5566;85861;2723,07
2018-05-11;6,56;3,5716;85220;2727,72
2018-05-14;6,66;3,6097;85232;2730,13
2018-05-15;6,64;3,6753;85130;2711,45
2018-05-16;6,61;3,6803;86536;2722,46
2018-05-17;6,95;3,6874;83621;2720,13
2018-05-18;7,03;3,7503;83081;2712,97
2018-05-21;7,04;3,7072;81815;2733,01
2018-05-22;6,96;3,6502;82738;2724,44
2018-05-23;6,85;3,6507;80867;2733,29
2018-05-24;6,95;3,6436;80122;2727,76
2018-05-25;7,01;3,6587;78897;2721,33
2018-05-28;7,14;3,7092;75355;NA
2018-05-29;7,19;3,7289;76071;2689,86
2018-05-30;7,22;3,737;76753;2724,01
2018-05-31;NA;NA;NA;2705,27
2018-06-01;7,14;3,7413;77239;2734,62
2018-06-04;7,08;3,7424;78596;2746,87
2018-06-05;7,34;3,7752;76641;2748,8
2018-06-06;7,46;3,8193;76117;2772,35
2018-06-07;8,27;3,9;73851;2770,37
2018-06-08;8,03;3,7859;72942;2779,03
2018-06-11;7,93;3,6913;72307;2782
2018-06-12;7,93;3,7044;72754;2786,85
2018-06-13;8,09;3,7054;72122;2775,63
2018-06-14;8,51;3,7057;71421;2782,49
2018-06-15;8,17;3,7738;70757;2779,66
2018-06-18;8,07;3,7543;69814;2773,75
2018-06-19;7,84;3,7566;71394;2762,59
2018-06-20;7,9;3,7335;72123;2767,32
2018-06-21;7,91;3,7894;70074;2749,76
2018-06-22;7,92;3,7663;70640;2754,88
2018-06-25;7,83;3,776;70952;2717,07
2018-06-26;7,72;3,7721;71404;2723,06
2018-06-27;7,81;3,8358;70609;2699,63
2018-06-28;7,61;3,8521;71766;2716,31
2018-06-29;7,58;3,8558;72762;2718,37
2018-07-02;7,56;3,9055;72839;2726,71
2018-07-03;7,66;3,892;73667;2713,22
2018-07-04;7,68;3,9058;74743;NA
2018-07-05;7,78;3,9192;74553;2736,61
2018-07-06;7,59;3,9264;75010;2759,82
2018-07-09;NA;3,8692;NA;2784,17
2018-07-10;7,54;3,8452;74862;2793,84
2018-07-11;7,61;3,8417;74398;2774,02
2018-07-12;7,71;3,8564;75856;2798,29
2018-07-13;7,62;3,8745;76594;2801,31
2018-07-16;7,59;3,8579;76652;2798,43
2018-07-17;7,5;3,8671;78130;2809,55
2018-07-18;7,56;3,8474;77362;2815,62
2018-07-19;7,56;3,8847;77486;2804,49
2018-07-20;7,51;3,7793;78571;2801,83
2018-07-23;7,57;3,7915;77996;2806,98
2018-07-24;7,53;3,7459;79154;2820,4
2018-07-25;7,41;3,712;80218;2846,07
2018-07-26;7,4;3,7243;79405;2837,44
2018-07-27;7,39;3,7164;79866;2818,82
2018-07-30;7,41;3,7155;80275;2802,6
2018-07-31;7,4;3,7549;79220;2816,29
2018-08-01;7,37;3,7491;79301;2813,36
2018-08-02;7,4;3,7645;79636;2827,22
2018-08-03;7,38;3,7201;81434;2840,35
2018-08-06;7,39;3,7214;81050;2850,4
2018-08-07;7,46;3,7118;80346;2858,45
2018-08-08;7,46;3,7519;79151;2857,7
2018-08-09;7,57;3,803;78767;2853,58
2018-08-10;7,86;3,8472;76514;2833,28
2018-08-13;7,9;3,8988;77496;2821,93
2018-08-14;7,67;3,8812;78602;2839,96
2018-08-15;7,69;3,9134;77077;2818,37
2018-08-16;7,7;3,881;76818;2840,69
2018-08-17;7,68;3,9389;76028;2850,13
2018-08-20;7,77;3,943;76327;2857,05
2018-08-21;7,98;3,9873;75180;2862,96
2018-08-22;7,91;4,074;76902;2861,82
2018-08-23;8,05;4,0727;75633;2856,98
2018-08-24;8;4,0854;76262;2874,69
2018-08-27;7,98;4,0687;77929;2896,74
2018-08-28;8,04;4,1192;77473;2897,52
2018-08-29;7,99;4,1353;78388;2914,04
2018-08-30;8,31;4,1812;76404;2901,13
2018-08-31;8,19;4,1353;76677;2901,52
2018-09-03;8,28;4,1279;76192;NA
2018-09-04;8,33;4,1652;74711;2896,72
2018-09-05;8,3;4,1609;75092;2888,6
2018-09-06;8,19;4,146;76416;2878,05
2018-09-07;NA;NA;NA;2871,68
2018-09-10;8,17;4,1007;76436;2877,13
2018-09-11;8,09;4,1641;74656;2887,89
2018-09-12;8;4,1259;75124;2888,92
2018-09-13;8,18;4,1637;74686;2904,18
2018-09-14;8,16;4,1879;75429;2904,98
2018-09-17;8,05;4,1695;76788;2888,8
2018-09-18;8,05;4,1369;78313;2904,31
2018-09-19;8,1;4,1351;78168;2907,95
2018-09-20;8,07;4,0997;78116;2930,75
2018-09-21;7,99;4,0728;79444;2929,67
2018-09-24;8,04;4,0594;77984;2919,37
2018-09-25;8,05;4,1286;78630;2915,56
2018-09-26;8;4,057;78656;2905,97
2018-09-27;7,9;4,0092;80000;2914
2018-09-28;7,95;4,0039;79342;2913,98
2018-10-01;7,87;4,0273;78623;2924,59
2018-10-02;7,83;3,9505;81612;2923,43
2018-10-03;7,84;3,8542;83273;2925,51
2018-10-04;7,83;3,9047;82952;2901,61
2018-10-05;7,91;3,8699;82321;2885,57
2018-10-08;7,56;3,7588;86083;2884,43
2018-10-09;7,35;3,7391;86087;2880,34
2018-10-10;7,42;3,751;83679;2785,68
2018-10-11;7,37;3,746;82921;2728,37
2018-10-12;NA;NA;NA;2767,13
2018-10-15;7,31;3,7332;83359;2750,79
2018-10-16;7,25;3,7079;85717;2809,92
2018-10-17;7,27;3,7008;85763;2809,21
2018-10-18;7,31;3,6963;83847;2768,78
2018-10-19;7,31;3,7079;84219;2767,78
2018-10-22;7,22;3,6903;85596;2755,88
2018-10-23;7,18;3,708;85300;2740,69
2018-10-24;7,19;3,706;83063;2656,1
2018-10-25;7,25;3,7014;84083;2705,57
2018-10-26;7,17;3,6753;85719;2658,69
2018-10-29;7,1;3,6368;83796;2641,25
2018-10-30;7,02;3,7019;86885;2682,63
2018-10-31;7;3,7177;87423;2711,74
2018-11-01;7;3,6973;88419;2740,37
2018-11-02;NA;NA;NA;2723,06
2018-11-05;6,98;3,7048;89598;2738,31
2018-11-06;7;3,7492;88668;2755,45
2018-11-07;7;3,7592;87714;2813,89
2018-11-08;7,03;3,7391;85620;2806,83
2018-11-09;6,99;3,7506;85641;2781,01
2018-11-12;6,96;3,7478;85524;2726,22
2018-11-13;6,94;3,7792;84914;2722,18
2018-11-14;6,88;3,7924;85973;2701,58
2018-11-15;NA;NA;NA;2730,2
2018-11-16;6,78;3,7525;88515;2736,27
2018-11-19;6,85;3,7553;87900;2690,73
2018-11-20;NA;3,7591;NA;2641,89
2018-11-21;6,82;3,7872;87268;2649,93
2018-11-22;6,88;3,8103;87477;NA
2018-11-23;6,83;3,8081;86230;2632,56
2018-11-26;6,89;3,8655;85546;2673,45
2018-11-27;6,94;3,8925;87891;2682,17
2018-11-28;6,86;3,8631;89250;2743,79
2018-11-29;6,9;3,8568;89709;2737,76
2018-11-30;6,91;3,8633;89504;2760,17
2018-12-03;6,88;3,8285;89820;2790,37
2018-12-04;6,92;3,8313;88624;2700,06
2018-12-05;6,88;3,8561;89039;NA
2018-12-06;6,81;3,9178;88846;2695,95
2018-12-07;6,74;3,8964;88115;2633,08
2018-12-10;6,72;3,911;85914;2637,72
2018-12-11;6,7;3,9013;86419;2636,78
2018-12-12;6,69;3,8629;86977;2651,07
2018-12-13;6,59;3,879;87837;2650,54
2018-12-14;6,57;3,909;87449;2599,95
2018-12-17;6,58;3,9121;86399;2545,94
2018-12-18;6,63;3,8997;86610;2546,16
2018-12-19;6,59;3,8907;85673;2506,96
2018-12-20;6,57;3,8443;85269;2467,42
2018-12-21;6,58;3,8671;85697;2416,62
2018-12-24;NA;3,8855;NA;2351,1
2018-12-25;NA;NA;NA;NA
2018-12-26;6,6;3,9258;85136;2467,7
2018-12-27;6,56;3,933;85460;2488,83
2018-12-28;6,54;3,8748;87887;2485,74
2018-12-31;NA;3,8748;NA;2506,85
2019-01-01;NA;NA;NA;NA
2019-01-02;6,45;3,8595;91012;2510,03
2019-01-03;6,49;3,7683;91564;2447,89
2019-01-04;6,52;3,7627;91840;2531,94
2019-01-07;6,58;3,7062;91699;2549,69
2019-01-08;6,58;3,7208;92031;2574,41
2019-01-09;6,59;3,6931;93613;2584,96
2019-01-10;6,66;3,6869;93805;2596,64
2019-01-11;6,64;3,7141;93658;2596,26
2019-01-14;6,59;3,726;94474;2582,61
2019-01-15;6,62;3,7049;94055;2610,3
2019-01-16;6,62;3,7197;94393;2616,1
2019-01-17;6,57;3,7591;95351;2635,96
2019-01-18;6,56;3,7486;96096;2670,71
2019-01-21;6,57;3,7705;96009;NA
2019-01-22;6,5;3,7615;95103;2632,9
2019-01-23;6,48;3,7994;96558;2638,7
2019-01-24;6,5;3,7815;97677;2642,33
2019-01-25;NA;3,7626;NA;2664,76
2019-01-28;6,51;3,7676;95443;2643,85
2019-01-29;6,49;3,737;95639;2640
2019-01-30;6,5;3,7151;96996;2681,05
2019-01-31;6,42;3,6519;97393;2704,1
2019-02-01;6,39;3,6694;97861;2706,53
2019-02-04;6,41;3,6756;98588;2724,87
2019-02-05;6,41;3,6741;98311;2737,7
2019-02-06;6,4;3,7019;94635;2731,61
2019-02-07;6,51;3,7193;94405;2706,05
